participant_id,signup_date,acquisition_channel,country,age,gender,device_type,last_activity_date,account_status
P102710,2025-04-30 11:47:09,Social Media,United Kingdom,56,Female,Mobile,,never_activated
P101242,2025-04-30 12:44:25,Social Media,Italy,18,Female,Desktop,2025-06-26 05:44:50.771033,active
P100981,2025-04-30 12:45:39,Social Media,United States,31,Male,Mobile,2025-06-24 03:12:45.742116,active
P102815,2025-04-30 19:03:00,Paid Ads,Italy,51,Female,Mobile,2025-06-24 01:12:19.313699,active
P102699,2025-04-30 20:08:54,Referral,Poland,45,Male,Desktop,2025-06-27 01:05:15.839633,active
P100549,2025-04-30 20:55:24,Organic Search,Ireland,47,Female,Tablet,2025-06-21 07:06:50.167223,active
P102007,2025-05-01 01:43:11,Referral,Mexico,29,Male,Desktop,2025-05-31 21:05:14.395867,active
P101805,2025-05-01 01:47:50,Paid Ads,United Kingdom,18,Male,Mobile,2025-06-27 10:12:21.130800,active
P100393,2025-05-01 09:21:05,Partner Program,United Kingdom,18,Male,Desktop,,never_activated
P100860,2025-05-01 09:52:34,Organic Search,United Kingdom,20,Female,Desktop,,never_activated
P100450,2025-05-01 11:33:29,Organic Search,Portugal,26,Female,Mobile,,never_activated
P102595,2025-05-01 11:55:19,Referral,United Kingdom,39,Male,Desktop,2025-06-21 02:40:09.800568,active
P101241,2025-05-01 13:07:04,Organic Search,Poland,30,Male,Desktop,,never_activated
P100051,2025-05-01 16:36:18,Social Media,South Africa,45,Male,Desktop,,never_activated
P101823,2025-05-01 19:01:12,Organic Search,Canada,31,Female,Mobile,,never_activated
P102090,2025-05-01 19:36:50,Social Media,Spain,30,Male,Mobile,,never_activated
P101860,2025-05-01 23:52:41,Organic Search,South Africa,24,Female,Desktop,,never_activated
P102936,2025-05-02 00:58:11,Organic Search,South Africa,28,Female,Mobile,,never_activated
P101562,2025-05-02 04:47:21,Social Media,United Kingdom,37,Male,Mobile,,never_activated
P101272,2025-05-02 05:07:23,Social Media,Canada,28,Female,Mobile,2025-06-18 07:49:54.889534,active
P101098,2025-05-02 14:57:02,Paid Ads,United States,47,Female,Mobile,,never_activated
P100199,2025-05-02 15:02:02,Organic Search,Greece,18,Female,Tablet,,never_activated
P101176,2025-05-02 20:00:55,Social Media,Poland,27,Female,Tablet,,never_activated
P101712,2025-05-02 20:47:32,Social Media,United Kingdom,35,Male,Mobile,,never_activated
P102874,2025-05-02 22:54:24,Referral,Poland,18,Female,Mobile,,never_activated
P102722,2025-05-02 23:50:44,Referral,Italy,37,Male,Desktop,2025-06-29 09:36:08.708914,active
P102721,2025-05-03 04:34:13,Paid Ads,Spain,18,Male,Mobile,,never_activated
P101899,2025-05-03 05:17:03,Organic Search,Ireland,31,Female,Tablet,2025-05-20 23:33:11.653925,at_risk
P102642,2025-05-03 09:33:29,Referral,Spain,42,Male,Desktop,2025-06-26 06:02:06.342954,active
P102745,2025-05-03 11:28:22,Partner Program,South Africa,26,Female,Tablet,,never_activated
P100571,2025-05-03 14:38:11,Referral,Germany,35,Male,Desktop,,never_activated
P101648,2025-05-03 15:25:12,Social Media,United Kingdom,18,Male,Desktop,,never_activated
P101469,2025-05-03 16:48:39,Organic Search,Greece,44,Female,Mobile,,never_activated
P101080,2025-05-04 06:15:53,Organic Search,United Kingdom,26,Male,Desktop,2025-06-19 11:59:50.310577,active
P101959,2025-05-04 06:31:04,Partner Program,Poland,24,Female,Desktop,,never_activated
P102065,2025-05-04 12:17:17,Paid Ads,Italy,30,Female,Tablet,2025-06-27 03:38:01.368896,active
P101774,2025-05-04 14:15:22,Organic Search,Portugal,45,Female,Mobile,,never_activated
P102735,2025-05-04 14:18:02,Paid Ads,United Kingdom,42,Female,Tablet,2025-06-25 09:56:36.532434,active
P101942,2025-05-04 19:24:36,Social Media,South Africa,31,Female,Desktop,2025-06-13 01:49:00.435438,active
P102846,2025-05-04 20:00:15,Organic Search,South Africa,32,Male,Mobile,2025-06-18 18:52:39.635421,active
P101771,2025-05-04 21:27:22,Social Media,Italy,31,Female,Mobile,,never_activated
P102972,2025-05-04 22:01:55,Social Media,Italy,28,Prefer not to say,Mobile,,never_activated
P100025,2025-05-04 22:45:38,Social Media,Portugal,33,Female,Desktop,,never_activated
P101327,2025-05-05 00:52:01,Referral,United Kingdom,32,Male,Desktop,2025-06-28 07:24:40.384225,active
P101674,2025-05-05 03:24:02,Social Media,Germany,36,Non-binary,Desktop,2025-06-29 18:26:03.563829,active
P100648,2025-05-05 07:33:50,Organic Search,Ireland,28,Male,Mobile,,never_activated
P102377,2025-05-05 09:06:09,Social Media,United Kingdom,27,Male,Tablet,2025-06-23 13:05:14.327957,active
P100421,2025-05-05 09:55:10,Referral,Mexico,36,Male,Mobile,,never_activated
P100420,2025-05-05 09:58:51,Social Media,Ireland,45,Male,Desktop,2025-05-23 20:16:06.565324,at_risk
P102188,2025-05-05 10:23:45,Referral,South Africa,23,Female,Desktop,2025-06-21 00:11:51.236907,active
P100759,2025-05-05 18:46:08,Referral,United States,18,Female,Tablet,2025-05-16 09:30:53.223945,at_risk
P102477,2025-05-05 20:51:09,Social Media,Germany,29,Male,Desktop,,never_activated
P101944,2025-05-05 22:42:00,Social Media,Mexico,33,Male,Mobile,,never_activated
P101041,2025-05-05 23:13:59,Paid Ads,United Kingdom,29,Female,Desktop,,never_activated
P102620,2025-05-05 23:37:22,Organic Search,Ireland,34,Female,Desktop,2025-06-23 13:42:55.281439,active
P101924,2025-05-06 00:22:55,Partner Program,Portugal,44,Female,Mobile,,never_activated
P102560,2025-05-06 00:53:48,Referral,United States,28,Male,Desktop,2025-06-04 10:26:24.048856,active
P100230,2025-05-06 01:00:06,Social Media,Portugal,41,Female,Tablet,,never_activated
P102479,2025-05-06 01:02:00,Referral,United Kingdom,24,Female,Desktop,2025-06-22 20:35:27.134341,active
P102800,2025-05-06 01:19:23,Social Media,Poland,28,Female,Mobile,,never_activated
P100308,2025-05-06 02:59:59,Organic Search,Ireland,31,Male,Mobile,2025-06-23 19:55:52.359778,active
P102095,2025-05-06 05:47:43,Referral,Spain,24,Female,Desktop,2025-05-19 21:48:34.229920,at_risk
P102240,2025-05-06 07:18:32,Paid Ads,Canada,18,Male,Desktop,,never_activated
P102104,2025-05-06 07:28:48,Social Media,Portugal,34,Male,Mobile,2025-06-16 06:22:50.619073,active
P102783,2025-05-06 08:23:45,Social Media,United States,39,Female,Desktop,2025-06-01 20:48:11.776589,active
P100755,2025-05-06 12:25:39,Partner Program,Portugal,47,Male,Desktop,2025-06-25 21:46:50.155461,active
P101213,2025-05-06 12:52:15,Partner Program,Canada,27,Male,Mobile,2025-06-28 09:19:58.739644,active
P101250,2025-05-07 00:31:21,Referral,United States,38,Female,Mobile,,never_activated
P100774,2025-05-07 00:54:22,Organic Search,United Kingdom,33,Male,Desktop,2025-06-19 17:26:39.060126,active
P101053,2025-05-07 05:48:04,Partner Program,Ireland,26,Male,Mobile,,never_activated
P100279,2025-05-07 05:51:53,Social Media,United States,27,Male,Desktop,2025-06-27 11:36:42.191018,active
P100276,2025-05-07 08:35:54,Partner Program,United States,18,Male,Desktop,,never_activated
P100727,2025-05-07 09:17:35,Paid Ads,Ireland,34,Male,Mobile,,never_activated
P101633,2025-05-07 09:48:35,Social Media,Netherlands,18,Male,Desktop,2025-06-25 23:22:33.003817,active
P101146,2025-05-07 10:16:06,Organic Search,United Kingdom,34,Female,Mobile,,never_activated
P101828,2025-05-07 10:40:17,Social Media,Spain,35,Male,Desktop,,never_activated
P102098,2025-05-07 16:47:10,Paid Ads,Italy,37,Female,Mobile,,never_activated
P101261,2025-05-07 17:54:46,Social Media,Mexico,38,Non-binary,Mobile,2025-06-27 05:49:57.183928,active
P102379,2025-05-07 22:19:16,Social Media,United Kingdom,32,Male,Desktop,,never_activated
P101478,2025-05-07 23:24:44,Social Media,United Kingdom,31,Female,Tablet,,never_activated
P102991,2025-05-08 05:18:42,Paid Ads,United Kingdom,24,Female,Desktop,,never_activated
P101307,2025-05-08 09:55:33,Social Media,South Africa,23,Male,Desktop,2025-06-18 07:12:56.275564,active
P101607,2025-05-08 10:06:45,Organic Search,United States,32,Male,Mobile,,never_activated
P101755,2025-05-08 17:10:22,Referral,Australia,33,Male,Desktop,,never_activated
P100067,2025-05-08 17:56:59,Organic Search,United Kingdom,27,Male,Desktop,,never_activated
P100611,2025-05-08 18:57:06,Social Media,Canada,26,Female,Desktop,2025-05-26 09:50:40.275691,at_risk
P100923,2025-05-08 19:33:47,Referral,Spain,29,Male,Desktop,,never_activated
P101892,2025-05-08 19:40:32,Social Media,Mexico,27,Male,Desktop,,never_activated
P100990,2025-05-08 20:45:11,Organic Search,Mexico,24,Female,Tablet,,never_activated
P100884,2025-05-08 20:55:19,Organic Search,Canada,33,Male,Desktop,2025-06-28 11:46:41.403007,active
P101294,2025-05-08 22:35:26,Organic Search,United States,40,Male,Desktop,,never_activated
P102120,2025-05-09 04:48:17,Referral,Greece,29,Male,Mobile,,never_activated
P101407,2025-05-09 11:14:29,Paid Ads,United Kingdom,42,Male,Mobile,,never_activated
P102524,2025-05-09 11:42:17,Partner Program,United Kingdom,28,Female,Desktop,,never_activated
P102568,2025-05-09 11:45:17,Organic Search,United Kingdom,23,Female,Desktop,,never_activated
P101528,2025-05-09 14:05:33,Partner Program,Italy,36,Non-binary,Desktop,,never_activated
P101981,2025-05-09 14:20:28,Paid Ads,Poland,37,Female,Desktop,2025-06-27 17:21:25.647623,active
P102211,2025-05-09 14:53:59,Partner Program,Poland,43,Female,Mobile,,never_activated
P102300,2025-05-09 15:45:54,Organic Search,Ireland,31,Male,Mobile,,never_activated
P102591,2025-05-09 16:42:19,Paid Ads,Germany,18,Female,Mobile,,never_activated
P101935,2025-05-09 17:26:06,Referral,United States,18,Female,Desktop,,never_activated
P100820,2025-05-09 19:49:46,Organic Search,United States,18,Female,Desktop,2025-05-23 08:58:30.209356,at_risk
P100116,2025-05-09 21:48:33,Social Media,Poland,39,Female,Desktop,,never_activated
P100385,2025-05-09 22:12:10,Organic Search,United Kingdom,35,Male,Desktop,2025-06-29 02:05:04.022431,active
P101673,2025-05-09 23:00:39,Referral,United Kingdom,37,Female,Desktop,,never_activated
P100389,2025-05-10 00:48:10,Organic Search,Canada,22,Female,Desktop,2025-06-05 15:22:24.629579,active
P102552,2025-05-10 03:55:41,Paid Ads,Canada,27,Female,Desktop,2025-06-24 21:59:45.815095,active
P102705,2025-05-10 08:24:11,Organic Search,Canada,25,Female,Desktop,,never_activated
P102926,2025-05-10 08:38:19,Paid Ads,United Kingdom,18,Male,Mobile,2025-06-15 23:22:43.743516,active
P100270,2025-05-10 12:14:09,Partner Program,Poland,38,Female,Mobile,2025-06-05 18:11:25.624765,active
P101123,2025-05-10 13:05:01,Partner Program,United States,33,Male,Desktop,2025-06-18 11:16:09.185295,active
P100120,2025-05-10 14:01:56,Organic Search,United Kingdom,36,Female,Desktop,2025-05-25 03:21:05.264445,at_risk
P100618,2025-05-10 14:43:47,Social Media,Ireland,35,Female,Desktop,,never_activated
P101004,2025-05-10 15:58:55,Paid Ads,Greece,23,Female,Desktop,2025-06-27 17:32:52.367906,active
P102959,2025-05-10 16:29:02,Social Media,Spain,28,Female,Mobile,2025-06-27 09:23:44.403799,active
P102062,2025-05-10 18:09:24,Partner Program,South Africa,41,Prefer not to say,Mobile,,never_activated
P100113,2025-05-10 19:40:21,Referral,United States,35,Male,Mobile,,never_activated
P101476,2025-05-10 20:11:24,Organic Search,South Africa,29,Male,Desktop,2025-05-28 21:52:21.035529,at_risk
P100035,2025-05-10 20:54:37,Referral,Poland,28,Female,Desktop,,never_activated
P101546,2025-05-10 22:05:26,Partner Program,Ireland,44,Female,Mobile,2025-06-09 19:23:21.122957,active
P102772,2025-05-10 22:42:11,Referral,United Kingdom,26,Female,Mobile,2025-06-18 05:38:24.459909,active
P102748,2025-05-11 03:45:43,Organic Search,Spain,18,Female,Mobile,2025-06-16 23:42:39.934809,active
P100271,2025-05-11 03:51:57,Organic Search,Portugal,35,Male,Mobile,2025-05-29 18:21:08.797115,at_risk
P101834,2025-05-11 07:48:11,Referral,Canada,30,Male,Mobile,,never_activated
P100444,2025-05-11 11:09:32,Organic Search,United Kingdom,28,Male,Desktop,,never_activated
P100707,2025-05-11 12:39:01,Organic Search,Portugal,52,Female,Mobile,2025-06-16 01:06:47.141215,active
P100530,2025-05-11 16:58:34,Organic Search,Ireland,25,Female,Desktop,2025-06-11 21:18:13.957034,active
P100517,2025-05-11 17:51:26,Partner Program,Poland,30,Female,Mobile,,never_activated
P102888,2025-05-11 19:18:41,Organic Search,South Africa,23,Female,Mobile,,never_activated
P101510,2025-05-11 22:09:48,Referral,Portugal,35,Male,Mobile,,never_activated
P100737,2025-05-12 08:42:59,Referral,Germany,33,Female,Mobile,,never_activated
P101851,2025-05-12 08:57:10,Social Media,South Africa,45,Male,Mobile,2025-05-27 01:27:58.156545,at_risk
P101309,2025-05-12 11:35:43,Paid Ads,United Kingdom,20,Male,Desktop,2025-06-08 22:12:52.859789,active
P100378,2025-05-12 12:34:36,Social Media,Portugal,36,Female,Tablet,,never_activated
P101110,2025-05-12 13:03:19,Organic Search,United Kingdom,37,Female,Desktop,2025-06-29 23:00:50.570449,active
P101728,2025-05-12 13:45:56,Partner Program,Spain,29,Male,Desktop,,never_activated
P100503,2025-05-12 18:18:21,Partner Program,Portugal,32,Male,Mobile,2025-06-28 14:05:31.961696,active
P100731,2025-05-12 20:26:56,Organic Search,United States,47,Female,Mobile,,never_activated
P100073,2025-05-12 22:42:10,Referral,South Africa,33,Female,Mobile,,never_activated
P102983,2025-05-13 01:08:57,Referral,Canada,57,Male,Desktop,2025-06-25 19:24:58.869963,active
P100989,2025-05-13 08:45:08,Social Media,United Kingdom,41,Male,Desktop,,never_activated
P101313,2025-05-13 09:36:18,Social Media,Portugal,33,Male,Desktop,,never_activated
P101870,2025-05-13 10:57:29,Social Media,Spain,32,Male,Desktop,,never_activated
P102922,2025-05-13 11:39:10,Social Media,Poland,32,Male,Mobile,2025-06-29 15:20:14.300054,active
P102140,2025-05-13 11:52:51,Organic Search,Spain,18,Male,Mobile,,never_activated
P100186,2025-05-13 12:03:47,Paid Ads,United Kingdom,47,Male,Desktop,,never_activated
P101669,2025-05-13 14:00:35,Social Media,Portugal,28,Male,Desktop,,never_activated
P101165,2025-05-13 14:30:27,Referral,United States,18,Female,Mobile,2025-06-03 05:36:39.565837,active
P101552,2025-05-13 14:37:44,Referral,Mexico,35,Male,Mobile,2025-06-28 23:23:14.077836,active
P100680,2025-05-13 15:31:03,Organic Search,Poland,33,Female,Mobile,2025-06-28 08:07:33.630370,active
P100126,2025-05-13 18:26:35,Organic Search,Canada,30,Female,Desktop,2025-06-10 08:11:09.393216,active
P100906,2025-05-13 20:55:01,Social Media,Greece,37,Male,Desktop,,never_activated
P101480,2025-05-13 23:45:49,Referral,South Africa,43,Male,Mobile,,never_activated
P102656,2025-05-14 00:14:42,Partner Program,United Kingdom,44,Prefer not to say,Mobile,2025-06-01 13:07:05.858180,active
P102145,2025-05-14 00:45:16,Organic Search,United States,36,Female,Mobile,2025-06-29 08:25:23.368456,active
P102326,2025-05-14 01:41:20,Paid Ads,United States,44,Female,Desktop,2025-06-17 04:23:04.702097,active
P100507,2025-05-14 03:26:31,Organic Search,United States,52,Female,Mobile,,never_activated
P102088,2025-05-14 04:13:07,Partner Program,United States,34,Male,Mobile,,never_activated
P100292,2025-05-14 04:18:54,Referral,Ireland,25,Male,Desktop,,never_activated
P101564,2025-05-14 06:25:54,Partner Program,United States,29,Female,Mobile,2025-06-22 06:27:24.401299,active
P100437,2025-05-14 09:07:01,Referral,Germany,35,Male,Tablet,,never_activated
P102590,2025-05-14 12:06:57,Organic Search,Portugal,25,Male,Desktop,,never_activated
P102324,2025-05-14 20:01:44,Partner Program,United Kingdom,34,Male,Desktop,2025-06-22 05:44:32.502386,active
P101683,2025-05-14 20:38:06,Paid Ads,Mexico,18,Male,Desktop,2025-06-09 23:38:05.173525,active
P102380,2025-05-14 21:13:47,Referral,United Kingdom,24,Male,Mobile,,never_activated
P100769,2025-05-14 23:11:34,Social Media,United States,28,Female,Mobile,,never_activated
P101647,2025-05-15 03:09:10,Paid Ads,United Kingdom,48,Female,Desktop,2025-06-22 20:17:26.391723,active
P101937,2025-05-15 06:00:38,Referral,United States,26,Female,Tablet,,never_activated
P102500,2025-05-15 09:15:24,Paid Ads,United Kingdom,29,Non-binary,Desktop,,never_activated
P101740,2025-05-15 13:34:09,Referral,Italy,41,Male,Tablet,,never_activated
P101140,2025-05-15 13:55:13,Paid Ads,United States,40,Female,Desktop,,never_activated
P101160,2025-05-15 16:03:16,Partner Program,Ireland,34,Female,Desktop,2025-05-25 09:41:53.911759,at_risk
P102153,2025-05-15 18:22:31,Organic Search,Italy,33,Male,Mobile,,never_activated
P102431,2025-05-15 20:10:35,Organic Search,United States,45,Male,Mobile,,never_activated
P102950,2025-05-15 21:34:14,Referral,United Kingdom,36,Male,Desktop,2025-06-19 14:49:08.628177,active
P100403,2025-05-15 21:49:02,Referral,Canada,35,Prefer not to say,Desktop,2025-06-12 01:02:58.511301,active
P102253,2025-05-16 00:03:35,Organic Search,Ireland,37,Female,Desktop,,never_activated
P102216,2025-05-16 03:09:17,Paid Ads,United Kingdom,26,Female,Mobile,2025-06-09 20:54:11.981603,active
P100892,2025-05-16 03:48:02,Paid Ads,Germany,30,Female,Mobile,2025-06-26 21:17:55.478415,active
P101029,2025-05-16 05:06:35,Referral,Poland,34,Male,Mobile,2025-06-25 19:28:31.647798,active
P102149,2025-05-16 12:14:26,Social Media,Australia,18,Male,Desktop,2025-06-09 17:42:52.660961,active
P100716,2025-05-16 12:55:25,Paid Ads,United States,25,Male,Desktop,,never_activated
P100943,2025-05-16 15:30:05,Social Media,United Kingdom,31,Female,Mobile,2025-06-28 22:56:55.556807,active
P101395,2025-05-16 15:49:57,Organic Search,Mexico,18,Male,Mobile,,never_activated
P102531,2025-05-16 17:37:36,Paid Ads,Portugal,21,Prefer not to say,Mobile,2025-06-27 23:44:23.867036,active
P100062,2025-05-16 18:37:34,Organic Search,United States,29,Female,Mobile,2025-06-17 18:44:26.859794,active
P101971,2025-05-17 00:22:58,Organic Search,United Kingdom,37,Non-binary,Desktop,,never_activated
P101166,2025-05-17 00:52:44,Organic Search,Italy,39,Female,Mobile,2025-05-30 06:55:21.517282,active
P102247,2025-05-17 02:40:37,Organic Search,Canada,30,Non-binary,Mobile,2025-06-28 09:06:25.870196,active
P102535,2025-05-17 08:31:39,Organic Search,Portugal,40,Male,Desktop,,never_activated
P100012,2025-05-17 20:13:47,Referral,United Kingdom,38,Female,Desktop,2025-06-16 19:16:27.569135,active
P102443,2025-05-17 22:50:03,Organic Search,Poland,38,Male,Desktop,,never_activated
P100931,2025-05-18 01:16:07,Social Media,Spain,25,Male,Desktop,2025-06-25 13:51:25.803193,active
P101447,2025-05-18 01:42:15,Organic Search,United Kingdom,49,Male,Mobile,2025-06-20 00:50:48.827689,active
P101151,2025-05-18 07:44:37,Social Media,United Kingdom,36,Female,Mobile,2025-06-29 22:08:02.688497,active
P100524,2025-05-18 07:51:42,Partner Program,Canada,23,Male,Desktop,,never_activated
P102681,2025-05-18 08:05:40,Organic Search,Poland,33,Male,Mobile,,never_activated
P102889,2025-05-18 08:11:15,Partner Program,Canada,19,Male,Desktop,,never_activated
P102175,2025-05-18 20:30:43,Referral,Portugal,33,Male,Mobile,2025-06-19 01:03:58.532908,active
P100165,2025-05-18 22:55:22,Partner Program,United States,51,Female,Desktop,2025-06-25 09:10:30.261650,active
P100314,2025-05-18 23:30:07,Referral,Italy,37,Male,Desktop,,never_activated
P101641,2025-05-19 04:19:00,Referral,United Kingdom,30,Male,Desktop,2025-06-14 23:52:16.488971,active
P100811,2025-05-19 05:15:31,Organic Search,United States,19,Female,Mobile,,never_activated
P101858,2025-05-19 07:03:45,Partner Program,United States,19,Female,Desktop,,never_activated
P102610,2025-05-19 08:59:15,Organic Search,Canada,25,Male,Tablet,2025-06-26 08:42:35.718113,active
P100725,2025-05-19 11:26:25,Organic Search,Italy,31,Female,Mobile,2025-06-20 12:04:05.858994,active
P100523,2025-05-19 12:59:14,Social Media,United States,18,Female,Mobile,,never_activated
P101979,2025-05-19 13:56:50,Organic Search,United Kingdom,26,Female,Mobile,2025-06-12 06:32:25.679227,active
P101962,2025-05-19 17:04:57,Organic Search,Canada,40,Female,Mobile,,never_activated
P102976,2025-05-19 20:01:47,Referral,United Kingdom,18,Male,Mobile,2025-06-28 04:47:00.252851,active
P102163,2025-05-19 20:40:17,Referral,United States,31,Female,Mobile,,never_activated
P101558,2025-05-19 21:06:26,Partner Program,United Kingdom,43,Male,Mobile,,never_activated
P101873,2025-05-19 22:20:28,Referral,United States,29,Male,Mobile,,never_activated
P101779,2025-05-19 22:27:26,Organic Search,United States,38,Female,Mobile,2025-06-29 09:55:22.755869,active
P100376,2025-05-20 00:39:42,Paid Ads,Greece,33,Female,Desktop,2025-06-23 03:47:56.980677,active
P101027,2025-05-20 00:47:46,Referral,Ireland,45,Female,Desktop,,never_activated
P101406,2025-05-20 04:54:13,Social Media,South Africa,37,Male,Mobile,2025-06-21 11:57:57.623040,active
P102371,2025-05-20 05:29:42,Organic Search,United Kingdom,50,Male,Desktop,,never_activated
P101243,2025-05-20 07:05:53,Paid Ads,South Africa,37,Female,Mobile,,never_activated
P101761,2025-05-20 07:55:57,Organic Search,Poland,39,Female,Desktop,,never_activated
P102618,2025-05-20 12:32:58,Social Media,United Kingdom,25,Male,Desktop,,never_activated
P102781,2025-05-20 21:54:00,Organic Search,Portugal,47,Female,Desktop,2025-06-20 01:59:40.752210,active
P101007,2025-05-21 02:52:57,Referral,Portugal,37,Male,Mobile,,never_activated
P102917,2025-05-21 05:10:46,Paid Ads,Germany,33,Non-binary,Desktop,2025-06-28 11:00:24.525865,active
P100771,2025-05-21 13:35:20,Paid Ads,Poland,29,Male,Desktop,2025-06-20 17:44:45.928675,active
P102508,2025-05-21 15:11:15,Partner Program,United Kingdom,29,Male,Mobile,2025-06-21 08:14:43.882242,active
P102825,2025-05-21 15:32:14,Social Media,Poland,18,Male,Mobile,2025-06-24 03:12:54.227680,active
P100219,2025-05-21 17:54:10,Social Media,Italy,30,Female,Desktop,,never_activated
P101853,2025-05-21 19:07:56,Organic Search,Portugal,34,Male,Mobile,,never_activated
P102718,2025-05-21 22:23:03,Social Media,Australia,35,Female,Desktop,,never_activated
P102542,2025-05-21 23:48:23,Social Media,Canada,64,Male,Mobile,,never_activated
P102040,2025-05-22 00:01:06,Referral,United Kingdom,24,Male,Desktop,2025-06-27 04:30:28.582358,active
P101665,2025-05-22 00:25:39,Partner Program,United States,35,Male,Desktop,,never_activated
P100536,2025-05-22 01:50:44,Partner Program,United States,42,Male,Mobile,,never_activated
P102657,2025-05-22 05:37:04,Organic Search,South Africa,24,Male,Tablet,,never_activated
P102054,2025-05-22 06:50:48,Social Media,Portugal,39,Female,Desktop,,never_activated
P102233,2025-05-22 08:14:30,Social Media,United Kingdom,43,Male,Desktop,,never_activated
P101148,2025-05-22 14:46:58,Paid Ads,United States,27,Non-binary,Desktop,,never_activated
P100249,2025-05-22 16:31:40,Paid Ads,Italy,32,Female,Desktop,2025-06-15 20:44:28.790293,active
P101136,2025-05-22 16:32:30,Paid Ads,Mexico,36,Female,Desktop,,never_activated
P100252,2025-05-22 18:23:17,Organic Search,Mexico,43,Female,Mobile,2025-06-24 15:09:57.081103,active
P100551,2025-05-22 19:26:54,Organic Search,Germany,26,Female,Tablet,2025-06-10 10:11:29.712550,active
P100351,2025-05-23 01:10:34,Organic Search,Poland,42,Male,Desktop,2025-06-22 00:20:10.643309,active
P102244,2025-05-23 08:45:51,Referral,Canada,19,Male,Desktop,2025-06-19 10:13:37.680929,active
P102173,2025-05-23 09:12:19,Social Media,United States,38,Male,Mobile,,never_activated
P100336,2025-05-23 11:40:56,Paid Ads,Italy,59,Female,Mobile,2025-06-28 07:57:23.270789,active
P101372,2025-05-23 15:31:53,Referral,United Kingdom,33,Female,Mobile,,never_activated
P102964,2025-05-23 18:18:58,Social Media,Spain,30,Male,Desktop,,never_activated
P102881,2025-05-23 20:32:28,Organic Search,Portugal,27,Male,Desktop,,never_activated
P102506,2025-05-23 20:41:02,Organic Search,United States,31,Male,Desktop,,never_activated
P102784,2025-05-23 23:54:32,Referral,United Kingdom,24,Male,Desktop,,never_activated
P100891,2025-05-23 23:57:22,Paid Ads,Germany,43,Female,Desktop,2025-06-28 21:43:23.806145,active
P102207,2025-05-24 01:02:55,Paid Ads,United Kingdom,41,Male,Desktop,2025-06-26 21:00:26.548182,active
P102381,2025-05-24 01:27:49,Social Media,South Africa,18,Male,Desktop,,never_activated
P102106,2025-05-24 05:45:11,Organic Search,United Kingdom,35,Prefer not to say,Mobile,,never_activated
P102139,2025-05-24 06:18:26,Organic Search,Poland,25,Non-binary,Mobile,,never_activated
P101271,2025-05-24 06:32:07,Referral,United States,31,Female,Desktop,2025-06-21 05:12:07.674073,active
P100396,2025-05-24 13:14:24,Organic Search,Poland,27,Female,Mobile,,never_activated
P102044,2025-05-24 19:29:12,Social Media,United States,38,Male,Mobile,,never_activated
P101685,2025-05-25 02:02:34,Organic Search,Italy,30,Male,Mobile,,never_activated
P101026,2025-05-25 03:53:31,Social Media,United Kingdom,30,Male,Desktop,,never_activated
P100574,2025-05-25 03:53:46,Paid Ads,Italy,44,Male,Mobile,,never_activated
P102487,2025-05-25 05:23:05,Organic Search,Portugal,47,Female,Mobile,,never_activated
P101122,2025-05-25 08:05:34,Referral,Canada,23,Male,Mobile,,never_activated
P102989,2025-05-25 09:30:35,Referral,United Kingdom,18,Female,Desktop,2025-06-18 19:23:54.491189,active
P101573,2025-05-25 10:55:46,Organic Search,United Kingdom,29,Female,Desktop,2025-06-22 01:02:57.459224,active
P100127,2025-05-25 12:26:56,Referral,United States,40,Female,Mobile,,never_activated
P102957,2025-05-25 13:13:51,Partner Program,Germany,25,Male,Desktop,,never_activated
P100080,2025-05-25 15:05:30,Referral,Canada,36,Female,Mobile,,never_activated
P101499,2025-05-25 19:19:50,Referral,United States,35,Female,Desktop,,never_activated
P100868,2025-05-25 21:54:00,Organic Search,South Africa,40,Prefer not to say,Mobile,,never_activated
P101852,2025-05-25 23:29:33,Paid Ads,South Africa,51,Female,Desktop,2025-06-25 20:51:26.776880,active
P101236,2025-05-25 23:48:32,Social Media,United Kingdom,37,Male,Mobile,2025-06-25 05:00:50.519920,active
P102497,2025-05-26 00:08:15,Organic Search,United States,40,Female,Desktop,,never_activated
P102860,2025-05-26 01:12:59,Paid Ads,Mexico,18,Female,Desktop,2025-06-14 23:22:17.505859,active
P101429,2025-05-26 01:26:37,Referral,Germany,18,Female,Desktop,2025-06-14 03:52:32.518887,active
P100007,2025-05-26 03:10:42,Organic Search,United States,33,Female,Desktop,,never_activated
P101149,2025-05-26 05:20:29,Organic Search,United States,20,Male,Mobile,2025-06-28 21:32:45.610747,active
P101350,2025-05-26 06:12:17,Organic Search,United States,51,Male,Desktop,,never_activated
P100513,2025-05-26 09:51:43,Partner Program,South Africa,18,Female,Desktop,,never_activated
P102197,2025-05-26 11:39:44,Referral,United Kingdom,41,Male,Desktop,2025-06-26 03:25:06.766615,active
P100679,2025-05-26 12:49:32,Paid Ads,United Kingdom,44,Male,Mobile,,never_activated
P101672,2025-05-26 19:25:22,Paid Ads,Germany,35,Male,Desktop,2025-06-22 17:52:07.548913,active
P100272,2025-05-26 19:31:33,Social Media,Spain,21,Female,Desktop,,never_activated
P100529,2025-05-26 21:10:34,Paid Ads,United Kingdom,36,Male,Desktop,,never_activated
