payment_id,participant_id,submission_id,amount,payment_date,payment_type
PAY307397,P100438,SUB208451,4.0,2025-05-21 01:53:40.836139,study_reward
PAY307398,P100058,SUB208452,3.95,2025-05-21 02:07:29.417148,study_reward
PAY307399,P100972,SUB208453,5.02,2025-05-21 02:12:27.014772,study_reward
PAY307400,P102722,SUB208454,1.81,2025-05-21 03:36:08.708914,study_reward
PAY307401,P101835,SUB208455,1.28,2025-05-21 03:59:21.451147,study_reward
PAY307402,P101633,SUB208456,1.98,2025-05-21 04:22:33.003817,study_reward
PAY307403,P101335,SUB208457,1.79,2025-05-21 04:33:47.727433,study_reward
PAY307404,P100137,SUB208458,4.13,2025-05-21 04:58:02.469119,study_reward
PAY307405,P100429,SUB208459,5.74,2025-05-21 06:15:08.987265,study_reward
PAY307406,P102642,SUB208460,4.23,2025-05-21 07:02:06.342954,study_reward
PAY307407,P102952,SUB208461,3.21,2025-05-21 07:40:12.776489,study_reward
PAY307408,P101689,SUB208463,1.99,2025-05-21 09:46:59.152238,study_reward
PAY307409,P100707,SUB208465,0.87,2025-05-21 12:06:47.141215,study_reward
PAY307410,P101242,SUB208466,4.41,2025-05-21 12:44:50.771033,study_reward
PAY307411,P100388,SUB208467,1.67,2025-05-21 12:45:14.680578,study_reward
PAY307412,P101724,SUB208468,3.36,2025-05-21 12:54:07.187861,study_reward
PAY307413,P100054,SUB208469,1.51,2025-05-21 14:54:35.483231,study_reward
PAY307414,P100295,SUB208470,5.02,2025-05-21 15:04:15.414131,study_reward
PAY307415,P101663,SUB208471,7.89,2025-05-21 15:14:38.309605,study_reward
PAY307416,P101165,SUB208472,5.74,2025-05-21 15:36:39.565837,study_reward
PAY307417,P100877,SUB208474,1.19,2025-05-21 15:55:07.360943,study_reward
PAY307418,P102369,SUB208475,6.13,2025-05-21 16:30:17.624035,study_reward
PAY307419,P100723,SUB208476,2.96,2025-05-21 16:49:49.831276,study_reward
PAY307420,P102815,SUB208477,6.81,2025-05-21 17:12:19.313699,study_reward
PAY307421,P100413,SUB208478,0.8,2025-05-21 18:44:47.376403,study_reward
PAY307422,P102392,SUB208479,4.91,2025-05-21 19:11:05.806393,study_reward
PAY307423,P102442,SUB208480,3.29,2025-05-21 21:58:32.121158,study_reward
PAY307424,P102496,SUB208481,1.29,2025-05-21 22:31:11.895022,study_reward
PAY307425,P102502,SUB208482,0.5,2025-05-21 23:08:59.346407,study_reward
PAY307426,P102987,SUB208483,3.23,2025-05-22 00:14:11.706602,study_reward
PAY307427,P101457,SUB208484,0.66,2025-05-22 02:01:16.576729,study_reward
PAY307428,P102560,SUB208487,4.8,2025-05-22 02:26:24.048856,study_reward
PAY307429,P102354,SUB208488,3.58,2025-05-22 02:26:58.821016,study_reward
PAY307430,P102065,SUB208489,0.82,2025-05-22 02:38:01.368896,study_reward
PAY307431,P100287,SUB208490,3.87,2025-05-22 03:16:10.916862,study_reward
PAY307432,P100419,SUB208492,7.8,2025-05-22 03:54:36.802179,study_reward
PAY307433,P102685,SUB208495,6.95,2025-05-22 04:54:06.066527,study_reward
PAY307434,P100296,SUB208496,0.53,2025-05-22 04:59:24.039263,study_reward
PAY307435,P102121,SUB208497,2.01,2025-05-22 05:36:51.306396,study_reward
PAY307436,P102531,SUB208498,2.02,2025-05-22 05:44:23.867036,study_reward
PAY307437,P100295,SUB208499,1.78,2025-05-22 06:04:15.414131,study_reward
PAY307438,P101791,SUB208500,2.25,2025-05-22 06:24:13.359350,study_reward
PAY307439,P100413,SUB208502,3.74,2025-05-22 06:44:47.376403,study_reward
PAY307440,P102488,SUB208503,4.4,2025-05-22 07:10:06.797823,study_reward
PAY307441,P101767,SUB208504,1.75,2025-05-22 07:10:35.474564,study_reward
PAY307442,P100302,SUB208505,2.54,2025-05-22 07:54:04.476971,study_reward
PAY307443,P100267,SUB208507,1.35,2025-05-22 09:10:54.897831,study_reward
PAY307444,P102473,SUB208508,1.77,2025-05-22 09:12:45.588871,study_reward
PAY307445,P101449,SUB208509,1.32,2025-05-22 09:57:22.618525,study_reward
PAY307446,P101545,SUB208510,3.47,2025-05-22 10:18:00.076162,study_reward
PAY307447,P101292,SUB208511,2.26,2025-05-22 10:41:52.455912,study_reward
PAY307448,P100749,SUB208512,1.77,2025-05-22 11:11:51.185910,study_reward
PAY307449,P101703,SUB208513,1.77,2025-05-22 11:18:16.159889,study_reward
PAY307450,P101449,SUB208516,0.33,2025-05-22 11:57:22.618525,study_reward
PAY307451,P101545,SUB208517,1.35,2025-05-22 12:18:00.076162,study_reward
PAY307452,P102863,SUB208518,4.22,2025-05-22 12:39:44.940202,study_reward
PAY307453,P102600,SUB208521,1.59,2025-05-22 13:55:23.585085,study_reward
PAY307454,P102952,SUB208522,4.16,2025-05-22 14:40:12.776489,study_reward
PAY307455,P101200,SUB208523,3.43,2025-05-22 15:31:25.423072,study_reward
PAY307456,P101004,SUB208524,2.27,2025-05-22 15:32:52.367906,study_reward
PAY307457,P102265,SUB208525,2.5,2025-05-22 15:35:23.351474,study_reward
PAY307458,P102983,SUB208527,3.46,2025-05-22 17:24:58.869963,study_reward
PAY307459,P100136,SUB208528,3.21,2025-05-22 17:43:40.653199,study_reward
PAY307460,P102160,SUB208529,1.54,2025-05-22 17:44:04.749852,study_reward
PAY307461,P102501,SUB208530,2.46,2025-05-22 17:53:56.212082,study_reward
PAY307462,P101476,SUB208531,1.47,2025-05-22 18:52:21.035529,study_reward
PAY307463,P101930,SUB208532,2.26,2025-05-22 19:57:52.724422,study_reward
PAY307464,P100435,SUB208533,1.77,2025-05-22 20:10:48.145291,study_reward
PAY307465,P100558,SUB208535,1.83,2025-05-22 21:41:24.112349,study_reward
PAY307466,P101806,SUB208537,5.65,2025-05-22 22:48:38.170487,study_reward
PAY307467,P100872,SUB208538,0.73,2025-05-22 22:59:22.092375,study_reward
PAY307468,P102637,SUB208539,1.01,2025-05-23 00:11:09.180203,study_reward
PAY307469,P100743,SUB208540,2.06,2025-05-23 00:15:44.052427,study_reward
PAY307470,P101153,SUB208542,3.24,2025-05-23 00:51:43.091606,study_reward
PAY307471,P102722,SUB208544,1.83,2025-05-23 02:36:08.708914,study_reward
PAY307472,P102473,SUB208545,1.52,2025-05-23 03:12:45.588871,study_reward
PAY307473,P100398,SUB208546,1.95,2025-05-23 04:24:20.184764,study_reward
PAY307474,P101178,SUB208547,1.58,2025-05-23 04:32:44.098320,study_reward
PAY307475,P101956,SUB208548,4.0,2025-05-23 05:01:02.729755,study_reward
PAY307476,P101649,SUB208549,3.46,2025-05-23 05:18:03.612907,study_reward
PAY307477,P102410,SUB208550,2.69,2025-05-23 05:20:07.057856,study_reward
PAY307478,P102291,SUB208551,2.45,2025-05-23 05:53:19.688739,study_reward
PAY307479,P100279,SUB208552,3.06,2025-05-23 06:36:42.191018,study_reward
PAY307480,P101589,SUB208553,1.42,2025-05-23 07:33:23.282282,study_reward
PAY307481,P100257,SUB208554,5.07,2025-05-23 07:47:57.824935,study_reward
PAY307482,P100968,SUB208555,5.63,2025-05-23 08:15:34.645273,study_reward
PAY307483,P102730,SUB208556,3.64,2025-05-23 08:16:07.637577,study_reward
PAY307484,P102473,SUB208558,3.03,2025-05-23 09:12:45.588871,study_reward
PAY307485,P100608,SUB208559,3.45,2025-05-23 09:20:19.594766,study_reward
PAY307486,P101476,SUB208560,1.67,2025-05-23 09:52:21.035529,study_reward
PAY307487,P100820,SUB208561,0.64,2025-05-23 10:58:30.209356,study_reward
PAY307488,P101244,SUB208562,4.13,2025-05-23 12:27:26.288305,study_reward
PAY307489,P100271,SUB208563,1.59,2025-05-23 14:21:08.797115,study_reward
PAY307490,P101818,SUB208564,4.64,2025-05-23 14:55:18.247221,study_reward
PAY307491,P101759,SUB208565,6.95,2025-05-23 15:31:07.560431,study_reward
PAY307492,P102422,SUB208566,5.17,2025-05-23 15:37:41.680592,study_reward
PAY307493,P101186,SUB208567,1.28,2025-05-23 16:01:12.535046,study_reward
PAY307494,P100624,SUB208568,2.32,2025-05-23 18:23:32.119254,study_reward
PAY307495,P102753,SUB208569,1.42,2025-05-23 19:30:34.371813,study_reward
PAY307496,P102385,SUB208570,1.61,2025-05-23 19:58:12.684853,study_reward
PAY307497,P101923,SUB208571,4.91,2025-05-23 19:58:41.347614,study_reward
PAY307498,P102137,SUB208573,5.04,2025-05-23 21:13:50.456765,study_reward
PAY307499,P101178,SUB208574,2.69,2025-05-23 21:32:44.098320,study_reward
PAY307500,P101109,SUB208576,4.54,2025-05-23 22:02:47.975989,study_reward
PAY307501,P100420,SUB208577,1.5,2025-05-23 22:16:06.565324,study_reward
PAY307502,P102422,SUB208578,1.59,2025-05-23 22:37:41.680592,study_reward
PAY307503,P102561,SUB208580,9.92,2025-05-24 00:21:33.076683,study_reward
PAY307504,P101475,SUB208581,2.61,2025-05-24 02:30:52.627009,study_reward
PAY307505,P102772,SUB208582,0.97,2025-05-24 02:38:24.459909,study_reward
PAY307506,P102473,SUB208583,4.82,2025-05-24 03:12:45.588871,study_reward
PAY307507,P102595,SUB208584,2.91,2025-05-24 03:40:09.800568,study_reward
PAY307508,P102699,SUB208585,1.66,2025-05-24 04:05:15.839633,study_reward
PAY307509,P102256,SUB208587,1.59,2025-05-24 04:39:59.180069,study_reward
PAY307510,P100559,SUB208588,3.36,2025-05-24 04:48:41.273183,study_reward
PAY307511,P101806,SUB208590,1.19,2025-05-24 06:48:38.170487,study_reward
PAY307512,P101589,SUB208592,4.69,2025-05-24 07:33:23.282282,study_reward
PAY307513,P102410,SUB208593,1.35,2025-05-24 08:20:07.057856,study_reward
PAY307514,P102656,SUB208594,6.85,2025-05-24 09:07:05.858180,study_reward
PAY307515,P101649,SUB208595,2.5,2025-05-24 09:18:03.612907,study_reward
PAY307516,P102541,SUB208596,3.04,2025-05-24 09:21:45.441149,study_reward
PAY307517,P101475,SUB208597,0.98,2025-05-24 09:30:52.627009,study_reward
PAY307518,P100095,SUB208598,2.46,2025-05-24 09:40:18.129546,study_reward
PAY307519,P100388,SUB208599,0.75,2025-05-24 09:45:14.680578,study_reward
PAY307520,P101835,SUB208600,2.38,2025-05-24 09:59:21.451147,study_reward
PAY307521,P100732,SUB208601,3.58,2025-05-24 10:04:31.042817,study_reward
PAY307522,P102561,SUB208602,1.96,2025-05-24 10:21:33.076683,study_reward
PAY307523,P101029,SUB208603,1.32,2025-05-24 10:28:31.647798,study_reward
PAY307524,P102464,SUB208605,1.79,2025-05-24 12:43:55.849445,study_reward
PAY307525,P101107,SUB208606,3.06,2025-05-24 13:06:22.003671,study_reward
PAY307526,P101791,SUB208607,1.78,2025-05-24 13:24:13.359350,study_reward
PAY307527,P102722,SUB208608,2.26,2025-05-24 13:36:08.708914,study_reward
PAY307528,P102502,SUB208609,2.4,2025-05-24 15:08:59.346407,study_reward
PAY307529,P102637,SUB208610,1.47,2025-05-24 15:11:09.180203,study_reward
PAY307530,P101109,SUB208611,1.92,2025-05-24 16:02:47.975989,study_reward
PAY307531,P100062,SUB208612,3.24,2025-05-24 17:44:26.859794,study_reward
PAY307532,P101811,SUB208613,1.46,2025-05-24 17:49:45.746016,study_reward
PAY307533,P101724,SUB208614,1.76,2025-05-24 17:54:07.187861,study_reward
PAY307534,P100095,SUB208616,3.96,2025-05-24 18:40:18.129546,study_reward
PAY307535,P100438,SUB208617,1.94,2025-05-24 18:53:40.836139,study_reward
PAY307536,P100854,SUB208620,2.16,2025-05-24 19:45:19.299129,study_reward
PAY307537,P101769,SUB208621,5.02,2025-05-24 21:19:46.780244,study_reward
PAY307538,P101753,SUB208623,2.16,2025-05-24 21:25:09.153126,study_reward
PAY307539,P100038,SUB208624,2.92,2025-05-24 22:42:44.345927,study_reward
PAY307540,P100732,SUB208625,1.84,2025-05-24 23:04:31.042817,study_reward
PAY307541,P101717,SUB208626,6.57,2025-05-24 23:30:06.669616,study_reward
PAY307542,P102324,SUB208627,2.51,2025-05-24 23:44:32.502386,study_reward
PAY307543,P101447,SUB208628,1.61,2025-05-24 23:50:48.827689,study_reward
PAY307544,P101617,SUB208629,4.21,2025-05-24 23:52:18.376137,study_reward
PAY307545,P101485,SUB208630,1.5,2025-05-25 00:52:57.389523,study_reward
PAY307546,P101086,SUB208631,2.36,2025-05-25 01:11:23.948499,study_reward
PAY307547,P100275,SUB208632,1.48,2025-05-25 01:29:08.604344,study_reward
PAY307548,P100541,SUB208633,1.0,2025-05-25 01:29:20.434338,study_reward
PAY307549,P101450,SUB208634,3.95,2025-05-25 01:55:00.918041,study_reward
PAY307550,P100549,SUB208635,7.8,2025-05-25 02:06:50.167223,study_reward
PAY307551,P100030,SUB208636,2.35,2025-05-25 03:23:45.456222,study_reward
PAY307552,P101896,SUB208637,3.8,2025-05-25 04:02:29.420285,study_reward
PAY307553,P100120,SUB208638,1.71,2025-05-25 05:21:05.264445,study_reward
PAY307554,P100709,SUB208639,3.77,2025-05-25 05:53:39.668219,study_reward
PAY307555,P100659,SUB208640,3.21,2025-05-25 06:56:17.581354,study_reward
PAY307556,P100828,SUB208641,1.88,2025-05-25 08:47:28.807503,study_reward
PAY307557,P101485,SUB208643,0.64,2025-05-25 08:52:57.389523,study_reward
PAY307558,P102145,SUB208644,4.23,2025-05-25 09:25:23.368456,study_reward
PAY307559,P102891,,2.5,2025-05-25 10:07:57.000000,referral_bonus
PAY307560,P102046,SUB208645,3.95,2025-05-25 11:39:26.323379,study_reward
PAY307561,P101160,SUB208646,3.32,2025-05-25 11:41:53.911759,study_reward
PAY307562,P102019,SUB208647,1.67,2025-05-25 12:54:26.099713,study_reward
PAY307563,P101309,SUB208648,1.17,2025-05-25 13:12:52.859789,study_reward
PAY307564,P101309,SUB208650,5.76,2025-05-25 14:12:52.859789,study_reward
PAY307565,P102698,SUB208652,7.35,2025-05-25 15:58:32.323405,study_reward
PAY307566,P100541,SUB208653,1.78,2025-05-25 17:29:20.434338,study_reward
PAY307567,P102105,SUB208654,4.0,2025-05-25 18:23:28.625488,study_reward
PAY307568,P100611,SUB208655,1.91,2025-05-25 18:50:40.275691,study_reward
PAY307569,P101107,SUB208656,2.35,2025-05-25 19:06:22.003671,study_reward
PAY307570,P100858,SUB208657,2.92,2025-05-25 19:16:01.616564,study_reward
PAY307571,P102730,SUB208658,7.89,2025-05-25 19:16:07.637577,study_reward
PAY307572,P101420,SUB208659,0.91,2025-05-25 19:58:14.456381,study_reward
PAY307573,P102492,SUB208660,6.03,2025-05-25 20:10:37.449514,study_reward
PAY307574,P101421,SUB208662,2.13,2025-05-25 21:39:08.586862,study_reward
PAY307575,P102539,SUB208663,1.35,2025-05-25 22:25:49.598445,study_reward
PAY307576,P100308,SUB208664,1.79,2025-05-25 22:55:52.359778,study_reward
PAY307577,P101475,SUB208665,9.33,2025-05-25 23:30:52.627009,study_reward
PAY307578,P102369,SUB208668,1.78,2025-05-26 01:30:17.624035,study_reward
PAY307579,P101399,SUB208669,0.97,2025-05-26 01:50:32.867459,study_reward
PAY307580,P101649,SUB208671,3.43,2025-05-26 02:18:03.612907,study_reward
PAY307581,P100257,SUB208672,2.48,2025-05-26 03:47:57.824935,study_reward
PAY307582,P101399,SUB208673,2.31,2025-05-26 03:50:32.867459,study_reward
PAY307583,P102458,SUB208675,5.17,2025-05-26 05:02:23.947582,study_reward
PAY307584,P100054,SUB208676,3.95,2025-05-26 05:54:35.483231,study_reward
PAY307585,P101420,SUB208677,1.59,2025-05-26 05:58:14.456381,study_reward
PAY307586,P100659,SUB208678,5.74,2025-05-26 06:56:17.581354,study_reward
PAY307587,P100165,SUB208679,2.85,2025-05-26 07:10:30.261650,study_reward
PAY307588,P101225,SUB208680,1.9,2025-05-26 07:44:44.349542,study_reward
PAY307589,P102955,SUB208681,4.91,2025-05-26 08:09:21.359736,study_reward
PAY307590,P100552,SUB208682,2.83,2025-05-26 08:11:18.229325,study_reward
PAY307591,P102983,SUB208683,6.57,2025-05-26 08:24:58.869963,study_reward
PAY307592,P102635,SUB208684,3.53,2025-05-26 08:44:57.045511,study_reward
PAY307593,P101818,SUB208685,2.23,2025-05-26 08:55:18.247221,study_reward
PAY307594,P100413,SUB208686,0.8,2025-05-26 09:44:47.376403,study_reward
PAY307595,P101109,SUB208688,7.63,2025-05-26 11:02:47.975989,study_reward
PAY307596,P101109,SUB208689,3.57,2025-05-26 11:02:47.975989,study_reward
PAY307597,P101689,SUB208692,2.37,2025-05-26 11:46:59.152238,study_reward
PAY307598,P100611,SUB208693,1.84,2025-05-26 11:50:40.275691,study_reward
PAY307599,P101769,SUB208694,1.51,2025-05-26 12:19:46.780244,study_reward
PAY307600,P100749,SUB208695,1.71,2025-05-26 13:11:51.185910,study_reward
PAY307601,P102730,SUB208696,0.8,2025-05-26 13:16:07.637577,study_reward
PAY307602,P100414,SUB208698,1.52,2025-05-26 13:38:53.940632,study_reward
PAY307603,P101261,SUB208699,2.97,2025-05-26 13:49:57.183928,study_reward
PAY307604,P100931,SUB208700,1.46,2025-05-26 13:51:25.803193,study_reward
PAY307605,P100357,SUB208701,0.51,2025-05-26 14:03:36.988540,study_reward
PAY307606,P100327,SUB208702,7.62,2025-05-26 14:32:36.360089,study_reward
PAY307607,P101125,SUB208703,1.47,2025-05-26 15:13:00.918610,study_reward
PAY307608,P102059,SUB208704,1.48,2025-05-26 15:17:55.234874,study_reward
PAY307609,P100413,SUB208705,0.55,2025-05-26 15:44:47.376403,study_reward
PAY307610,P100972,SUB208707,1.77,2025-05-26 16:12:27.014772,study_reward
PAY307611,P102496,SUB208708,6.57,2025-05-26 16:31:11.895022,study_reward
PAY307612,P102170,SUB208709,1.14,2025-05-26 16:43:08.254928,study_reward
PAY307613,P100003,SUB208711,6.11,2025-05-26 18:38:20.373423,study_reward
PAY307614,P100238,SUB208712,9.92,2025-05-26 18:43:01.467554,study_reward
PAY307615,P100388,SUB208713,5.46,2025-05-26 18:45:14.680578,study_reward
PAY307616,P101624,,2.5,2025-05-26 20:37:08.000000,loyalty_bonus
PAY307617,P100683,SUB208714,1.77,2025-05-26 21:29:31.267052,study_reward
PAY307618,P102891,SUB208715,5.59,2025-05-26 22:43:38.213294,study_reward
PAY307619,P102275,SUB208716,6.57,2025-05-26 23:27:58.543003,study_reward
PAY307620,P101362,SUB208717,7.54,2025-05-26 23:36:48.597537,study_reward
PAY307621,P101674,SUB208718,9.92,2025-05-27 01:26:03.563829,study_reward
PAY307622,P102414,SUB208719,1.67,2025-05-27 01:40:56.135609,study_reward
PAY307623,P102531,SUB208720,4.43,2025-05-27 01:44:23.867036,study_reward
PAY307624,P101851,SUB208722,2.24,2025-05-27 03:27:58.156545,study_reward
PAY307625,P102216,SUB208723,2.13,2025-05-27 03:54:11.981603,study_reward
PAY307626,P100359,,10.0,2025-05-27 03:57:15.000000,loyalty_bonus
PAY307627,P102255,SUB208724,1.43,2025-05-27 04:51:21.126576,study_reward
PAY307628,P102385,SUB208725,3.79,2025-05-27 04:58:12.684853,study_reward
PAY307629,P100732,SUB208726,2.83,2025-05-27 06:04:31.042817,study_reward
PAY307630,P102170,SUB208727,4.18,2025-05-27 06:43:08.254928,study_reward
PAY307631,P101292,SUB208728,2.02,2025-05-27 07:41:52.455912,study_reward
PAY307632,P102441,SUB208729,1.98,2025-05-27 08:19:35.355589,study_reward
PAY307633,P102496,SUB208730,2.7,2025-05-27 08:31:11.895022,study_reward
PAY307634,P101165,SUB208732,2.5,2025-05-27 09:36:39.565837,study_reward
PAY307635,P101689,SUB208733,2.1,2025-05-27 09:46:59.152238,study_reward
PAY307636,P102046,SUB208735,9.33,2025-05-27 10:39:26.323379,study_reward
PAY307637,P102137,SUB208736,5.0,2025-05-27 11:13:50.456765,study_reward
PAY307638,P102811,SUB208737,2.72,2025-05-27 11:20:57.000333,study_reward
PAY307639,P102202,SUB208738,1.43,2025-05-27 11:27:38.306088,study_reward
PAY307640,P102256,SUB208739,2.25,2025-05-27 12:39:59.180069,study_reward
PAY307641,P100552,SUB208740,6.85,2025-05-27 13:11:18.229325,study_reward
PAY307642,P102748,SUB208742,1.77,2025-05-27 13:42:39.934809,study_reward
PAY307643,P100357,SUB208743,2.19,2025-05-27 14:03:36.988540,study_reward
PAY307644,P100435,SUB208744,1.77,2025-05-27 14:10:48.145291,study_reward
PAY307645,P102392,SUB208745,2.12,2025-05-27 14:11:05.806393,study_reward
PAY307646,P102441,SUB208746,3.45,2025-05-27 14:19:35.355589,study_reward
PAY307647,P101109,SUB208747,2.29,2025-05-27 15:02:47.975989,study_reward
PAY307648,P101759,SUB208748,2.72,2025-05-27 15:31:07.560431,study_reward
PAY307649,P100107,SUB208749,5.51,2025-05-27 17:52:53.103135,study_reward
PAY307650,P102560,SUB208750,2.54,2025-05-27 18:26:24.048856,study_reward
PAY307651,P101653,SUB208751,2.5,2025-05-27 18:41:23.874831,study_reward
PAY307652,P102735,SUB208752,2.64,2025-05-27 18:56:36.532434,study_reward
PAY307653,P101545,SUB208753,2.83,2025-05-27 19:18:00.076162,study_reward
PAY307654,P102838,SUB208754,2.72,2025-05-27 19:41:41.557217,study_reward
PAY307655,P102730,SUB208755,3.77,2025-05-27 20:16:07.637577,study_reward
PAY307656,P100835,SUB208756,2.35,2025-05-27 20:48:37.440428,study_reward
PAY307657,P102723,SUB208757,1.9,2025-05-27 21:34:30.306036,study_reward
PAY307658,P100431,SUB208758,0.37,2025-05-27 21:57:01.376375,study_reward
PAY307659,P101879,SUB208759,2.19,2025-05-28 00:22:38.996594,study_reward
PAY307660,P101942,SUB208760,0.51,2025-05-28 00:49:00.435438,study_reward
PAY307661,P100851,SUB208761,4.69,2025-05-28 02:57:57.675236,study_reward
PAY307662,P102595,SUB208762,3.06,2025-05-28 04:40:09.800568,study_reward
PAY307663,P100114,SUB208763,4.1,2025-05-28 06:04:39.759021,study_reward
PAY307664,P100086,SUB208764,3.29,2025-05-28 06:10:00.805703,study_reward
PAY307665,P100707,SUB208765,1.93,2025-05-28 07:06:47.141215,study_reward
PAY307666,P101153,SUB208767,1.94,2025-05-28 07:51:43.091606,study_reward
PAY307667,P100755,SUB208768,1.35,2025-05-28 08:46:50.155461,study_reward
PAY307668,P101586,SUB208769,6.38,2025-05-28 09:57:07.440791,study_reward
PAY307669,P100552,SUB208770,3.62,2025-05-28 11:11:18.229325,study_reward
PAY307670,P100094,SUB208771,1.24,2025-05-28 12:55:35.885426,study_reward
PAY307671,P102256,SUB208772,2.08,2025-05-28 14:39:59.180069,study_reward
PAY307672,P101994,SUB208773,0.89,2025-05-28 14:53:57.655550,study_reward
PAY307673,P102161,SUB208774,1.77,2025-05-28 15:07:23.791652,study_reward
PAY307674,P102737,SUB208775,6.67,2025-05-28 15:28:48.239375,study_reward
PAY307675,P100054,SUB208776,2.85,2025-05-28 16:54:35.483231,study_reward
PAY307676,P101930,SUB208777,3.34,2025-05-28 16:57:52.724422,study_reward
PAY307677,P102410,SUB208778,4.57,2025-05-28 17:20:07.057856,study_reward
PAY307678,P101633,SUB208779,2.4,2025-05-28 17:22:33.003817,study_reward
PAY307679,P100193,SUB208780,5.27,2025-05-28 19:24:08.199817,study_reward
PAY307680,P101420,SUB208781,2.27,2025-05-28 19:58:14.456381,study_reward
PAY307681,P100549,SUB208782,1.75,2025-05-28 21:06:50.167223,study_reward
PAY307682,P100137,SUB208783,6.16,2025-05-28 21:58:02.469119,study_reward
PAY307683,P100756,SUB208784,1.05,2025-05-28 22:36:50.779022,study_reward
PAY307684,P101292,SUB208785,2.5,2025-05-28 22:41:52.455912,study_reward
PAY307685,P101930,SUB208786,9.33,2025-05-28 22:57:52.724422,study_reward
PAY307686,P100357,SUB208787,2.46,2025-05-28 23:03:36.988540,study_reward
PAY307687,P101476,SUB208788,2.42,2025-05-28 23:52:21.035529,study_reward
PAY307688,P100271,SUB208789,5.85,2025-05-29 00:21:08.797115,study_reward
PAY307689,P102635,SUB208790,6.11,2025-05-29 01:44:57.045511,study_reward
PAY307690,P101186,SUB208791,0.44,2025-05-29 02:01:12.535046,study_reward
PAY307691,P102585,SUB208793,12.16,2025-05-29 03:14:45.405803,study_reward
PAY307692,P100438,SUB208794,2.37,2025-05-29 03:53:40.836139,study_reward
PAY307693,P100398,SUB208795,2.36,2025-05-29 05:24:20.184764,study_reward
PAY307694,P102699,SUB208796,2.27,2025-05-29 06:05:15.839633,study_reward
PAY307695,P100126,SUB208797,1.2,2025-05-29 06:11:09.393216,study_reward
PAY307696,P100438,SUB208798,1.78,2025-05-29 06:53:40.836139,study_reward
PAY307697,P101753,SUB208799,2.03,2025-05-29 07:25:09.153126,study_reward
PAY307698,P102422,SUB208800,3.74,2025-05-29 07:37:41.680592,study_reward
PAY307699,P100413,SUB208801,4.16,2025-05-29 07:44:47.376403,study_reward
PAY307700,P102291,SUB208802,6.38,2025-05-29 08:53:19.688739,study_reward
PAY307701,P101552,SUB208803,2.39,2025-05-29 10:23:14.077836,study_reward
PAY307702,P100707,SUB208804,3.23,2025-05-29 11:06:47.141215,study_reward
PAY307703,P100835,SUB208805,0.76,2025-05-29 11:48:37.440428,study_reward
PAY307704,P102530,SUB208806,2.36,2025-05-29 11:48:48.549517,study_reward
PAY307705,P102161,SUB208807,3.95,2025-05-29 12:07:23.791652,study_reward
PAY307706,P100848,SUB208808,1.05,2025-05-29 12:09:24.712006,study_reward
PAY307707,P100030,SUB208810,1.13,2025-05-29 13:23:45.456222,study_reward
PAY307708,P101280,SUB208811,2.63,2025-05-29 13:36:15.387330,study_reward
PAY307709,P101767,SUB208812,3.34,2025-05-29 14:10:35.474564,study_reward
PAY307710,P102216,SUB208813,1.81,2025-05-29 14:54:11.981603,study_reward
PAY307711,P102917,SUB208814,2.72,2025-05-29 15:00:24.525865,study_reward
PAY307712,P100398,SUB208815,5.59,2025-05-29 15:24:20.184764,study_reward
PAY307713,P101806,SUB208816,2.19,2025-05-29 15:48:38.170487,study_reward
PAY307714,P100559,SUB208817,2.6,2025-05-29 15:48:41.273183,study_reward
PAY307715,P100624,SUB208818,3.23,2025-05-29 16:23:32.119254,study_reward
PAY307716,P102496,SUB208819,2.33,2025-05-29 16:31:11.895022,study_reward
PAY307717,P100086,SUB208821,1.75,2025-05-29 17:10:00.805703,study_reward
PAY307718,P101225,SUB208822,2.03,2025-05-29 18:44:44.349542,study_reward
PAY307719,P102363,SUB208823,2.96,2025-05-29 19:45:47.801212,study_reward
PAY307720,P102783,SUB208824,2.46,2025-05-29 19:48:11.776589,study_reward
PAY307721,P100012,SUB208825,5.53,2025-05-29 20:16:27.569135,study_reward
PAY307722,P100271,SUB208826,6.85,2025-05-29 20:21:08.797115,study_reward
PAY307723,P100608,SUB208827,1.28,2025-05-29 21:20:19.594766,study_reward
PAY307724,P102520,SUB208828,1.75,2025-05-29 21:44:56.967535,study_reward
PAY307725,P101880,SUB208829,2.81,2025-05-29 22:00:03.960149,study_reward
PAY307726,P102392,SUB208830,2.39,2025-05-29 22:11:05.806393,study_reward
PAY307727,P100515,SUB208831,3.21,2025-05-29 22:31:13.694397,study_reward
PAY307728,P101280,SUB208832,3.96,2025-05-29 23:36:15.387330,study_reward
PAY307729,P100771,SUB208833,1.46,2025-05-29 23:44:45.928675,study_reward
PAY307730,P101605,SUB208834,1.71,2025-05-29 23:50:10.630751,study_reward
PAY307731,P101244,SUB208835,2.01,2025-05-30 00:27:26.288305,study_reward
PAY307732,P102175,SUB208836,2.42,2025-05-30 01:03:58.532908,study_reward
PAY307733,P101449,SUB208837,2.83,2025-05-30 02:57:22.618525,study_reward
PAY307734,P100559,SUB208839,3.23,2025-05-30 03:48:41.273183,study_reward
PAY307735,P100892,SUB208840,2.64,2025-05-30 04:17:55.478415,study_reward
PAY307736,P102502,SUB208841,1.88,2025-05-30 06:08:59.346407,study_reward
