event_id,participant_id,event_type,event_timestamp
EVT428178,P102137,login,2025-05-15 16:59:26.123960
EVT428179,P100743,browse_studies,2025-05-15 17:07:24.378980
EVT428180,P100743,browse_studies,2025-05-15 17:17:47.221180
EVT428181,P102561,browse_studies,2025-05-15 17:22:29.082271
EVT428182,P102412,browse_studies,2025-05-15 17:25:49.931359
EVT428183,P102104,browse_studies,2025-05-15 17:29:50.363527
EVT428184,P100709,login,2025-05-15 17:53:39.668219
EVT428185,P100432,login,2025-05-15 18:02:06.540602
EVT428186,P102595,app_open,2025-05-15 18:22:32.461117
EVT428187,P102613,login,2025-05-15 18:27:25.643053
EVT428188,P101125,login,2025-05-15 18:43:05.060066
EVT428189,P100838,login,2025-05-15 18:45:50.749725
EVT428190,P101353,login,2025-05-15 18:51:57.038443
EVT428191,P100159,login,2025-05-15 18:54:23.952119
EVT428192,P101586,login,2025-05-15 18:57:07.440791
EVT428193,P101213,app_open,2025-05-15 18:57:16.621368
EVT428194,P102595,browse_studies,2025-05-15 19:00:33.099020
EVT428195,P101769,notification_click,2025-05-15 19:01:36.887596
EVT428196,P102850,browse_studies,2025-05-15 19:01:47.227906
EVT428197,P101206,notification_click,2025-05-15 19:02:42.364697
EVT428198,P100681,browse_studies,2025-05-15 19:02:56.852758
EVT428199,P101353,login,2025-05-15 19:20:49.058773
EVT428200,P100533,app_open,2025-05-15 19:23:43.143311
EVT428201,P100683,login,2025-05-15 19:29:03.105317
EVT428202,P101292,login,2025-05-15 19:41:52.455912
EVT428203,P100851,app_open,2025-05-15 19:42:40.591309
EVT428204,P101317,login,2025-05-15 19:51:17.124589
EVT428205,P101353,login,2025-05-15 20:03:25.556423
EVT428206,P101086,app_open,2025-05-15 20:09:25.936566
EVT428207,P102230,browse_studies,2025-05-15 20:14:29.322803
EVT428208,P101703,login,2025-05-15 20:18:16.159889
EVT428209,P100094,login,2025-05-15 20:27:04.556453
EVT428210,P102265,app_open,2025-05-15 20:28:04.312497
EVT428211,P101109,login,2025-05-15 20:33:25.342765
EVT428212,P102374,login,2025-05-15 20:33:46.154120
EVT428213,P100968,app_open,2025-05-15 20:39:22.262294
EVT428214,P100683,browse_studies,2025-05-15 20:45:11.463874
EVT428215,P102564,login,2025-05-15 20:51:16.753826
EVT428216,P102955,app_open,2025-05-15 20:54:19.570276
EVT428217,P102753,app_open,2025-05-15 20:58:58.989740
EVT428218,P100159,login,2025-05-15 21:05:39.596749
EVT428219,P100238,app_open,2025-05-15 21:14:30.145571
EVT428220,P101154,browse_studies,2025-05-15 21:15:09.507482
EVT428221,P102230,browse_studies,2025-05-15 21:19:42.344459
EVT428222,P100432,app_open,2025-05-15 21:23:56.666432
EVT428223,P102723,login,2025-05-15 21:34:30.306036
EVT428224,P101225,profile_update,2025-05-15 21:49:36.747669
EVT428225,P102973,login,2025-05-15 21:50:19.094507
EVT428226,P100558,browse_studies,2025-05-15 21:59:21.013824
EVT428227,P101545,browse_studies,2025-05-15 22:32:02.935402
EVT428228,P102137,app_open,2025-05-15 22:36:20.617414
EVT428229,P102007,browse_studies,2025-05-15 22:38:31.112390
EVT428230,P102245,browse_studies,2025-05-15 23:07:31.285429
EVT428231,P100038,browse_studies,2025-05-15 23:10:48.124379
EVT428232,P101109,app_open,2025-05-15 23:12:11.036490
EVT428233,P101880,browse_studies,2025-05-15 23:12:30.653108
EVT428234,P101894,login,2025-05-15 23:21:01.016721
EVT428235,P102137,login,2025-05-15 23:22:54.878704
EVT428236,P100418,notification_click,2025-05-15 23:29:57.191351
EVT428237,P100096,browse_studies,2025-05-15 23:45:07.099670
EVT428238,P100533,login,2025-05-16 00:12:49.427056
EVT428239,P102564,browse_studies,2025-05-16 00:20:33.413288
EVT428240,P102265,browse_studies,2025-05-16 00:23:19.076795
EVT428241,P102046,browse_studies,2025-05-16 00:45:32.429374
EVT428242,P102161,browse_studies,2025-05-16 00:46:59.477114
EVT428243,P101724,app_open,2025-05-16 00:59:55.489572
EVT428244,P101806,login,2025-05-16 01:05:43.502598
EVT428245,P100435,login,2025-05-16 01:10:48.145291
EVT428246,P100096,login,2025-05-16 01:25:04.064461
EVT428247,P102595,login,2025-05-16 01:40:09.800568
EVT428248,P101272,login,2025-05-16 01:49:54.889534
EVT428249,P100918,login,2025-05-16 01:52:05.063542
EVT428250,P100429,login,2025-05-16 01:58:46.680348
EVT428251,P100749,login,2025-05-16 02:11:51.185910
EVT428252,P100094,browse_studies,2025-05-16 02:17:31.358723
EVT428253,P101806,login,2025-05-16 02:18:07.409711
EVT428254,P100096,browse_studies,2025-05-16 02:53:43.242822
EVT428255,P102698,login,2025-05-16 02:58:32.323405
EVT428256,P102944,app_open,2025-05-16 02:58:37.477674
EVT428257,P100432,login,2025-05-16 02:58:59.278265
EVT428258,P100357,login,2025-05-16 03:03:36.988540
EVT428259,P102137,login,2025-05-16 03:13:50.456765
EVT428260,P102613,notification_click,2025-05-16 03:15:36.035734
EVT428261,P101894,login,2025-05-16 03:21:01.016721
EVT428262,P102758,login,2025-05-16 03:22:18.586833
EVT428263,P101053,notification_click,2025-05-16 03:29:44.754584
EVT428264,P101475,login,2025-05-16 03:30:52.627009
EVT428265,P102595,browse_studies,2025-05-16 03:37:49.215332
EVT428266,P102046,login,2025-05-16 03:39:26.323379
EVT428267,P101364,browse_studies,2025-05-16 04:01:27.994338
EVT428268,P102230,login,2025-05-16 04:04:38.596782
EVT428269,P102104,login,2025-05-16 04:18:19.185260
EVT428270,P102952,browse_studies,2025-05-16 04:27:24.169613
EVT428271,P101806,login,2025-05-16 04:32:25.031207
EVT428272,P102098,login,2025-05-16 04:32:55.176374
EVT428273,P100981,app_open,2025-05-16 04:34:02.830454
EVT428274,P100094,login,2025-05-16 04:38:11.235724
EVT428275,P102602,login,2025-05-16 04:53:46.058100
EVT428276,P101206,browse_studies,2025-05-16 04:58:43.882775
EVT428277,P100296,login,2025-05-16 04:59:24.039263
EVT428278,P101806,browse_studies,2025-05-16 05:00:59.399651
EVT428279,P101632,browse_studies,2025-05-16 05:12:41.871174
EVT428280,P100414,login,2025-05-16 05:18:58.291315
EVT428281,P101398,app_open,2025-05-16 05:26:54.457633
EVT428282,P100732,app_open,2025-05-16 06:04:32.020089
EVT428283,P102560,login,2025-05-16 06:26:24.048856
EVT428284,P102275,login,2025-05-16 06:27:58.543003
EVT428285,P102552,login,2025-05-16 07:01:54.455742
EVT428286,P101805,browse_studies,2025-05-16 07:10:40.718699
EVT428287,P101386,app_open,2025-05-16 07:26:39.597277
EVT428288,P102595,notification_click,2025-05-16 07:31:01.231977
EVT428289,P101586,login,2025-05-16 08:03:46.976898
EVT428290,P101272,profile_update,2025-05-16 08:33:33.704814
EVT428291,P100413,login,2025-05-16 08:44:47.376403
EVT428292,P101107,login,2025-05-16 09:06:22.003671
EVT428293,P100778,login,2025-05-16 09:06:52.141348
EVT428294,P101986,login,2025-05-16 09:09:38.500875
EVT428295,P102117,browse_studies,2025-05-16 09:11:14.297695
EVT428296,P101986,browse_studies,2025-05-16 09:18:55.264804
EVT428297,P100759,login,2025-05-16 09:30:53.223945
EVT428298,P100199,profile_update,2025-05-16 09:46:13.255491
EVT428299,P102560,login,2025-05-16 09:50:10.669630
EVT428300,P102046,browse_studies,2025-05-16 09:55:37.978601
EVT428301,P102737,app_open,2025-05-16 09:57:59.375277
EVT428302,P101213,profile_update,2025-05-16 10:10:31.574392
EVT428303,P102541,app_open,2025-05-16 10:12:37.793541
EVT428304,P100972,browse_studies,2025-05-16 10:29:21.645821
EVT428305,P102737,login,2025-05-16 10:31:37.517934
EVT428306,P102160,login,2025-05-16 10:33:28.553224
EVT428307,P101706,login,2025-05-16 10:33:42.848387
EVT428308,P100972,app_open,2025-05-16 10:34:13.744927
EVT428309,P101284,app_open,2025-05-16 10:42:06.760090
EVT428310,P100533,profile_update,2025-05-16 10:54:39.295281
EVT428311,P100153,browse_studies,2025-05-16 10:54:52.370577
EVT428312,P102541,login,2025-05-16 10:55:19.077889
EVT428313,P102152,browse_studies,2025-05-16 11:01:25.014092
EVT428314,P102944,notification_click,2025-05-16 11:08:21.351796
EVT428315,P102613,browse_studies,2025-05-16 11:28:26.219834
EVT428316,P102046,browse_studies,2025-05-16 11:32:37.978768
EVT428317,P102552,app_open,2025-05-16 11:33:12.225432
EVT428318,P100709,login,2025-05-16 11:35:39.251757
EVT428319,P101362,browse_studies,2025-05-16 11:37:15.735480
EVT428320,P102132,login,2025-05-16 11:39:58.280940
EVT428321,P102541,login,2025-05-16 11:53:47.390109
EVT428322,P101213,browse_studies,2025-05-16 12:06:46.139338
EVT428323,P100968,login,2025-05-16 12:15:34.645273
EVT428324,P101080,app_open,2025-05-16 12:16:16.558378
EVT428325,P100159,login,2025-05-16 12:17:48.870085
EVT428326,P102561,login,2025-05-16 12:21:33.076683
EVT428327,P102541,login,2025-05-16 12:21:45.441149
EVT428328,P102613,login,2025-05-16 12:27:25.643053
EVT428329,P102753,login,2025-05-16 12:30:34.371813
EVT428330,P101633,login,2025-05-16 12:34:36.227659
EVT428331,P101125,browse_studies,2025-05-16 12:37:37.831309
EVT428332,P101362,login,2025-05-16 12:40:44.021108
EVT428333,P100038,login,2025-05-16 12:42:44.345927
EVT428334,P102202,login,2025-05-16 12:44:15.182006
EVT428335,P101213,browse_studies,2025-05-16 12:49:24.067471
EVT428336,P100435,login,2025-05-16 12:57:10.057637
EVT428337,P100357,login,2025-05-16 13:02:19.218322
EVT428338,P102202,browse_studies,2025-05-16 13:06:11.862908
EVT428339,P101545,app_open,2025-05-16 13:08:02.913559
EVT428340,P101769,profile_update,2025-05-16 13:10:58.604625
EVT428341,P101545,login,2025-05-16 13:18:00.076162
EVT428342,P101894,browse_studies,2025-05-16 13:21:28.283406
EVT428343,P100420,app_open,2025-05-16 13:29:54.710231
EVT428344,P100683,browse_studies,2025-05-16 13:35:27.099034
EVT428345,P100092,login,2025-05-16 13:45:16.848301
EVT428346,P100094,login,2025-05-16 13:55:35.885426
EVT428347,P100778,app_open,2025-05-16 13:56:27.208281
EVT428348,P101649,browse_studies,2025-05-16 14:09:03.783558
EVT428349,P100432,app_open,2025-05-16 14:22:01.686752
EVT428350,P100413,profile_update,2025-05-16 14:24:04.946535
EVT428351,P102202,login,2025-05-16 14:27:38.306088
EVT428352,P102737,login,2025-05-16 14:28:48.239375
EVT428353,P100429,browse_studies,2025-05-16 14:30:21.369243
EVT428354,P101449,browse_studies,2025-05-16 14:46:01.647718
EVT428355,P100271,login,2025-05-16 14:49:55.359642
EVT428356,P101945,login,2025-05-16 15:09:45.665663
EVT428357,P101449,login,2025-05-16 15:10:11.459360
EVT428358,P101478,notification_click,2025-05-16 15:17:57.822732
EVT428359,P101633,login,2025-05-16 15:22:33.003817
EVT428360,P102046,login,2025-05-16 15:39:26.323379
EVT428361,P102029,browse_studies,2025-05-16 15:51:33.443839
EVT428362,P101125,login,2025-05-16 15:59:36.258577
EVT428363,P100126,login,2025-05-16 16:11:09.393216
EVT428364,P100220,login,2025-05-16 16:11:17.472849
EVT428365,P100429,login,2025-05-16 16:15:08.987265
EVT428366,P102422,app_open,2025-05-16 16:21:24.702815
EVT428367,P102730,browse_studies,2025-05-16 16:34:12.798282
EVT428368,P100558,login,2025-05-16 16:41:24.112349
EVT428369,P100229,login,2025-05-16 17:05:48.975219
EVT428370,P100403,login,2025-05-16 17:11:12.725808
EVT428371,P102541,login,2025-05-16 17:21:45.441149
EVT428372,P101353,app_open,2025-05-16 17:35:05.301594
EVT428373,P102422,login,2025-05-16 17:37:41.680592
EVT428374,P102046,browse_studies,2025-05-16 17:42:14.154595
EVT428375,P102265,login,2025-05-16 17:55:57.303592
EVT428376,P100533,app_open,2025-05-16 18:04:27.776194
EVT428377,P102117,app_open,2025-05-16 18:25:05.251651
EVT428378,P102412,browse_studies,2025-05-16 18:26:07.424626
EVT428379,P100362,login,2025-05-16 18:53:54.856113
EVT428380,P101475,login,2025-05-16 18:59:51.032930
EVT428381,P102019,app_open,2025-05-16 19:25:34.288385
EVT428382,P101353,login,2025-05-16 19:40:44.161113
EVT428383,P101292,login,2025-05-16 20:00:09.775616
EVT428384,P101213,login,2025-05-16 20:19:58.739644
EVT428385,P101213,login,2025-05-16 20:19:58.739644
EVT428386,P100327,login,2025-05-16 20:32:36.360089
EVT428387,P102029,browse_studies,2025-05-16 20:53:04.206237
EVT428388,P100596,login,2025-05-16 21:01:24.545593
EVT428389,P101805,login,2025-05-16 21:12:21.130800
EVT428390,P101107,notification_click,2025-05-16 21:21:52.599250
EVT428391,P101888,app_open,2025-05-16 21:40:08.882549
EVT428392,P101353,app_open,2025-05-16 21:50:57.402631
EVT428393,P100533,notification_click,2025-05-16 22:04:33.671272
EVT428394,P101763,login,2025-05-16 22:05:42.225837
EVT428395,P102412,login,2025-05-16 22:07:34.069164
EVT428396,P100113,browse_studies,2025-05-16 22:22:46.347279
EVT428397,P100418,login,2025-05-16 22:26:06.493567
EVT428398,P102613,profile_update,2025-05-16 22:46:08.582178
EVT428399,P101703,login,2025-05-16 23:04:33.624517
EVT428400,P102412,login,2025-05-16 23:07:34.069164
EVT428401,P102202,app_open,2025-05-16 23:16:28.982415
EVT428402,P101703,browse_studies,2025-05-16 23:18:21.062291
EVT428403,P101769,login,2025-05-16 23:19:46.780244
EVT428404,P102602,login,2025-05-16 23:24:36.297504
EVT428405,P101261,app_open,2025-05-16 23:32:28.504413
EVT428406,P101206,notification_click,2025-05-16 23:36:31.459602
EVT428407,P102160,login,2025-05-16 23:44:04.749852
EVT428408,P102552,login,2025-05-16 23:59:45.815095
EVT428409,P100418,login,2025-05-17 00:01:53.585881
EVT428410,P102595,login,2025-05-17 00:06:33.649948
EVT428411,P102230,login,2025-05-17 00:06:49.079453
EVT428412,P100429,login,2025-05-17 00:13:19.334865
EVT428413,P102029,login,2025-05-17 00:19:21.928813
EVT428414,P101364,notification_click,2025-05-17 00:19:38.355279
EVT428415,P101178,notification_click,2025-05-17 00:23:00.250136
EVT428416,P100193,app_open,2025-05-17 00:30:26.737612
EVT428417,P102748,login,2025-05-17 00:42:39.934809
EVT428418,P102029,browse_studies,2025-05-17 00:47:54.198223
EVT428419,P102955,login,2025-05-17 00:48:14.880128
EVT428420,P101986,browse_studies,2025-05-17 00:52:40.000685
EVT428421,P102831,login,2025-05-17 00:55:42.038774
EVT428422,P100403,app_open,2025-05-17 01:00:06.403235
EVT428423,P100611,login,2025-05-17 01:02:51.642842
EVT428424,P100420,login,2025-05-17 01:16:06.565324
EVT428425,P101292,login,2025-05-17 01:41:11.291731
EVT428426,P102613,login,2025-05-17 01:44:11.485051
EVT428427,P102831,login,2025-05-17 01:46:50.333368
EVT428428,P101545,profile_update,2025-05-17 01:59:26.728224
EVT428429,P101586,login,2025-05-17 02:09:33.326118
EVT428430,P102204,browse_studies,2025-05-17 02:43:08.117619
EVT428431,P101353,notification_click,2025-05-17 02:43:11.199359
EVT428432,P100114,login,2025-05-17 03:04:39.759021
EVT428433,P100981,login,2025-05-17 03:12:45.742116
EVT428434,P102973,browse_studies,2025-05-17 03:16:51.811163
EVT428435,P102046,app_open,2025-05-17 03:21:57.205112
EVT428436,P100885,login,2025-05-17 03:43:02.906018
EVT428437,P100229,browse_studies,2025-05-17 04:11:39.379682
EVT428438,P101125,app_open,2025-05-17 04:32:24.953988
EVT428439,P100418,login,2025-05-17 04:52:22.948020
EVT428440,P100229,notification_click,2025-05-17 04:55:00.915411
EVT428441,P100435,login,2025-05-17 05:10:48.145291
EVT428442,P100991,browse_studies,2025-05-17 05:10:58.246284
EVT428443,P102007,login,2025-05-17 05:18:06.114321
EVT428444,P101206,app_open,2025-05-17 05:34:58.104776
EVT428445,P100357,app_open,2025-05-17 05:39:16.267576
EVT428446,P101107,login,2025-05-17 05:50:16.258947
EVT428447,P102955,notification_click,2025-05-17 06:17:21.997569
EVT428448,P101225,app_open,2025-05-17 06:33:38.923401
EVT428449,P101942,browse_studies,2025-05-17 06:50:24.689762
EVT428450,P102955,browse_studies,2025-05-17 06:51:53.835802
EVT428451,P101206,login,2025-05-17 07:03:36.367107
EVT428452,P101706,login,2025-05-17 07:06:04.553037
EVT428453,P100114,profile_update,2025-05-17 07:09:04.221148
EVT428454,P101956,browse_studies,2025-05-17 07:10:52.310096
EVT428455,P102916,browse_studies,2025-05-17 07:14:02.918414
EVT428456,P102642,app_open,2025-05-17 07:18:25.356009
EVT428457,P102383,app_open,2025-05-17 07:19:39.923268
EVT428458,P101364,browse_studies,2025-05-17 07:39:43.379879
EVT428459,P100327,app_open,2025-05-17 07:41:26.310769
EVT428460,P100238,login,2025-05-17 07:43:01.467554
EVT428461,P101894,app_open,2025-05-17 08:05:23.766435
EVT428462,P100346,login,2025-05-17 08:06:32.206869
EVT428463,P101986,browse_studies,2025-05-17 08:21:33.347418
EVT428464,P102602,browse_studies,2025-05-17 08:22:09.276584
EVT428465,P101942,login,2025-05-17 08:49:00.435438
EVT428466,P102412,app_open,2025-05-17 09:25:45.398649
EVT428467,P101398,notification_click,2025-05-17 09:26:32.660800
EVT428468,P102560,browse_studies,2025-05-17 09:33:13.549193
EVT428469,P102737,login,2025-05-17 10:28:48.239375
EVT428470,P102595,login,2025-05-17 10:40:09.800568
EVT428471,P100533,browse_studies,2025-05-17 10:50:49.273712
EVT428472,P101894,browse_studies,2025-05-17 11:03:13.198370
EVT428473,P100346,app_open,2025-05-17 11:05:08.705582
EVT428474,P102955,login,2025-05-17 11:09:21.359736
EVT428475,P101386,browse_studies,2025-05-17 11:09:51.948302
EVT428476,P100238,browse_studies,2025-05-17 11:17:01.757145
EVT428477,P101327,browse_studies,2025-05-17 11:27:20.545493
EVT428478,P101586,browse_studies,2025-05-17 11:28:44.692273
EVT428479,P101327,app_open,2025-05-17 11:31:51.534676
EVT428480,P100238,app_open,2025-05-17 11:34:27.757768
EVT428481,P101806,browse_studies,2025-05-17 11:39:08.706047
EVT428482,P100558,app_open,2025-05-17 11:41:39.081474
EVT428483,P101327,notification_click,2025-05-17 11:56:51.970832
EVT428484,P102117,login,2025-05-17 12:09:07.861523
EVT428485,P102656,browse_studies,2025-05-17 12:10:07.234566
EVT428486,P101109,app_open,2025-05-17 12:14:58.096211
EVT428487,P101942,login,2025-05-17 12:16:35.006553
EVT428488,P102538,notification_click,2025-05-17 12:30:01.788903
EVT428489,P100418,app_open,2025-05-17 12:37:11.903792
EVT428490,P102595,login,2025-05-17 12:40:09.800568
EVT428491,P101242,login,2025-05-17 12:44:50.771033
EVT428492,P101945,profile_update,2025-05-17 12:51:19.162258
EVT428493,P101894,browse_studies,2025-05-17 13:12:51.147842
EVT428494,P102811,login,2025-05-17 13:20:57.000333
EVT428495,P102412,login,2025-05-17 13:26:46.799999
EVT428496,P100113,app_open,2025-05-17 13:45:49.637665
EVT428497,P102952,login,2025-05-17 13:52:23.738292
EVT428498,P102322,browse_studies,2025-05-17 14:05:25.682783
EVT428499,P101471,login,2025-05-17 14:27:25.311730
EVT428500,P101806,login,2025-05-17 14:48:38.170487
EVT428501,P101150,browse_studies,2025-05-17 15:06:19.652787
EVT428502,P100558,browse_studies,2025-05-17 15:12:13.564871
EVT428503,P100096,app_open,2025-05-17 15:22:12.698806
EVT428504,P102019,browse_studies,2025-05-17 15:24:21.330274
EVT428505,P101109,browse_studies,2025-05-17 15:36:01.871078
EVT428506,P100302,notification_click,2025-05-17 15:44:31.225540
EVT428507,P100419,login,2025-05-17 15:54:36.802179
EVT428508,P101632,login,2025-05-17 16:03:25.259026
EVT428509,P102656,login,2025-05-17 16:07:05.858180
EVT428510,P102121,app_open,2025-05-17 16:21:33.271299
EVT428511,P100387,app_open,2025-05-17 16:21:58.647193
EVT428512,P102602,app_open,2025-05-17 16:22:36.902685
EVT428513,P101589,login,2025-05-17 16:33:23.282282
EVT428514,P102959,login,2025-05-17 16:56:10.556898
EVT428515,P100533,browse_studies,2025-05-17 16:58:51.141206
EVT428516,P100759,app_open,2025-05-17 17:32:40.881291
EVT428517,P101307,profile_update,2025-05-17 17:40:05.894444
EVT428518,P100292,browse_studies,2025-05-17 17:46:42.486160
EVT428519,P100220,browse_studies,2025-05-17 17:53:44.445460
EVT428520,P100611,browse_studies,2025-05-17 17:59:35.088179
EVT428521,P102152,login,2025-05-17 18:03:09.682704
EVT428522,P101140,profile_update,2025-05-17 18:10:26.463793
EVT428523,P100972,login,2025-05-17 18:12:55.161252
EVT428524,P100096,profile_update,2025-05-17 18:15:00.351344
EVT428525,P101327,login,2025-05-17 18:24:40.384225
EVT428526,P102117,login,2025-05-17 18:45:10.421875
EVT428527,P100419,login,2025-05-17 18:53:25.406724
EVT428528,P102888,login,2025-05-17 19:02:42.907134
EVT428529,P101244,browse_studies,2025-05-17 19:02:43.451714
EVT428530,P100503,browse_studies,2025-05-17 19:18:14.131373
EVT428531,P102121,login,2025-05-17 19:36:51.306396
EVT428532,P100038,login,2025-05-17 19:42:44.345927
EVT428533,P102595,browse_studies,2025-05-17 19:42:54.395092
EVT428534,P102105,app_open,2025-05-17 19:43:48.472823
EVT428535,P101327,browse_studies,2025-05-17 19:54:54.556010
EVT428536,P101107,notification_click,2025-05-17 20:18:51.248424
EVT428537,P102412,browse_studies,2025-05-17 20:22:00.468561
EVT428538,P101942,profile_update,2025-05-17 20:31:56.292700
EVT428539,P102602,browse_studies,2025-05-17 20:39:42.197893
EVT428540,P100045,app_open,2025-05-17 20:40:57.408910
EVT428541,P102117,login,2025-05-17 20:52:52.259421
EVT428542,P102850,browse_studies,2025-05-17 21:00:22.453942
EVT428543,P101956,login,2025-05-17 21:01:02.729755
EVT428544,P100153,app_open,2025-05-17 21:03:56.024484
EVT428545,P101649,login,2025-05-17 21:18:03.612907
EVT428546,P100549,login,2025-05-17 21:47:17.050893
EVT428547,P100357,browse_studies,2025-05-17 21:50:21.987546
EVT428548,P102943,profile_update,2025-05-17 21:52:11.105758
EVT428549,P100352,login,2025-05-17 22:38:30.220186
EVT428550,P102046,browse_studies,2025-05-17 22:45:53.717898
EVT428551,P100357,browse_studies,2025-05-17 22:56:05.170445
EVT428552,P100153,login,2025-05-17 23:21:18.435140
EVT428553,P101956,notification_click,2025-05-17 23:21:21.680431
EVT428554,P100918,notification_click,2025-05-17 23:36:50.216702
EVT428555,P101125,login,2025-05-17 23:49:42.319187
EVT428556,P102737,login,2025-05-17 23:56:20.004194
EVT428557,P101109,login,2025-05-18 00:02:47.975989
EVT428558,P100420,login,2025-05-18 00:18:17.438587
EVT428559,P102539,login,2025-05-18 00:30:56.563059
EVT428560,P102204,login,2025-05-18 00:46:22.899518
EVT428561,P101586,login,2025-05-18 00:57:07.440791
EVT428562,P100357,notification_click,2025-05-18 01:08:16.249565
EVT428563,P100991,login,2025-05-18 01:15:33.001221
EVT428564,P100030,login,2025-05-18 01:23:45.456222
EVT428565,P100096,app_open,2025-05-18 01:34:31.696335
EVT428566,P100096,app_open,2025-05-18 01:37:14.280118
EVT428567,P102959,login,2025-05-18 01:42:12.781436
EVT428568,P101586,browse_studies,2025-05-18 01:51:12.022636
EVT428569,P102501,login,2025-05-18 01:53:56.212082
EVT428570,P102602,login,2025-05-18 02:37:29.542781
EVT428571,P101398,login,2025-05-18 02:49:54.730779
EVT428572,P101398,login,2025-05-18 02:49:54.730779
EVT428573,P102137,browse_studies,2025-05-18 02:58:01.427757
EVT428574,P100086,browse_studies,2025-05-18 03:12:08.395879
EVT428575,P100193,login,2025-05-18 03:16:34.837499
EVT428576,P100881,login,2025-05-18 03:23:13.219135
EVT428577,P102956,app_open,2025-05-18 03:26:35.987880
EVT428578,P101568,app_open,2025-05-18 03:45:15.022541
EVT428579,P102019,browse_studies,2025-05-18 04:03:56.349699
EVT428580,P100086,login,2025-05-18 04:10:00.805703
EVT428581,P100096,login,2025-05-18 04:13:02.356929
EVT428582,P102496,notification_click,2025-05-18 04:13:29.566601
EVT428583,P102737,login,2025-05-18 04:17:24.390985
EVT428584,P102121,notification_click,2025-05-18 04:22:38.449838
EVT428585,P102944,login,2025-05-18 04:39:05.781374
EVT428586,P101806,login,2025-05-18 04:48:38.170487
EVT428587,P100778,app_open,2025-05-18 04:48:42.844348
EVT428588,P101942,browse_studies,2025-05-18 04:56:30.308570
EVT428589,P100220,login,2025-05-18 05:07:59.282522
EVT428590,P102699,browse_studies,2025-05-18 05:31:38.094113
EVT428591,P101956,profile_update,2025-05-18 05:48:17.747924
EVT428592,P101880,login,2025-05-18 06:00:03.960149
EVT428593,P102132,browse_studies,2025-05-18 06:03:18.774207
EVT428594,P101213,login,2025-05-18 06:19:58.739644
EVT428595,P100558,app_open,2025-05-18 06:44:30.212702
EVT428596,P102104,browse_studies,2025-05-18 07:22:03.140571
EVT428597,P101244,login,2025-05-18 07:27:26.288305
EVT428598,P102955,browse_studies,2025-05-18 07:51:56.463997
EVT428599,P102389,login,2025-05-18 07:58:32.803531
EVT428600,P100096,browse_studies,2025-05-18 08:04:37.975522
EVT428601,P101888,login,2025-05-18 08:15:19.610142
EVT428602,P100559,browse_studies,2025-05-18 08:25:30.626610
EVT428603,P100238,browse_studies,2025-05-18 08:41:25.179653
EVT428604,P102204,login,2025-05-18 08:46:22.899518
EVT428605,P102602,app_open,2025-05-18 08:47:52.107840
EVT428606,P100094,login,2025-05-18 08:55:35.885426
EVT428607,P102105,notification_click,2025-05-18 08:56:17.347067
EVT428608,P101545,login,2025-05-18 09:18:00.076162
EVT428609,P102850,login,2025-05-18 09:41:48.454921
EVT428610,P100419,login,2025-05-18 09:42:48.015445
EVT428611,P102170,login,2025-05-18 09:43:08.254928
EVT428612,P102117,login,2025-05-18 10:09:07.861523
EVT428613,P102585,login,2025-05-18 10:14:45.405803
EVT428614,P102944,login,2025-05-18 10:17:01.719711
EVT428615,P102602,login,2025-05-18 10:19:47.901874
EVT428616,P100193,app_open,2025-05-18 10:38:25.075699
EVT428617,P102046,login,2025-05-18 10:39:26.323379
EVT428618,P100030,browse_studies,2025-05-18 10:39:49.785172
EVT428619,P100611,login,2025-05-18 10:50:40.275691
EVT428620,P100743,login,2025-05-18 11:15:44.052427
EVT428621,P102730,browse_studies,2025-05-18 11:18:56.144883
EVT428622,P101485,app_open,2025-05-18 11:24:11.620964
EVT428623,P100357,app_open,2025-05-18 11:27:28.426225
EVT428624,P101213,app_open,2025-05-18 11:30:50.296421
EVT428625,P100918,browse_studies,2025-05-18 11:39:17.569910
EVT428626,P101206,browse_studies,2025-05-18 11:39:41.948793
EVT428627,P102737,login,2025-05-18 11:40:07.352322
EVT428628,P102955,login,2025-05-18 12:09:21.359736
EVT428629,P100611,notification_click,2025-05-18 12:27:38.617431
EVT428630,P100778,app_open,2025-05-18 12:40:12.780565
EVT428631,P102255,login,2025-05-18 12:51:21.126576
EVT428632,P100800,login,2025-05-18 12:58:58.757539
EVT428633,P102104,app_open,2025-05-18 13:00:37.603519
EVT428634,P101206,login,2025-05-18 13:03:36.367107
EVT428635,P100451,login,2025-05-18 13:08:37.080261
EVT428636,P100533,login,2025-05-18 13:12:49.427056
EVT428637,P100918,app_open,2025-05-18 13:12:58.340696
EVT428638,P102561,login,2025-05-18 13:21:10.225047
EVT428639,P102117,app_open,2025-05-18 13:22:48.084936
EVT428640,P101586,browse_studies,2025-05-18 13:30:02.548184
EVT428641,P101956,notification_click,2025-05-18 13:34:39.910185
EVT428642,P102019,browse_studies,2025-05-18 13:38:02.643846
EVT428643,P100357,notification_click,2025-05-18 14:17:28.335362
EVT428644,P102956,login,2025-05-18 14:18:45.748830
EVT428645,P102383,browse_studies,2025-05-18 14:32:52.248590
EVT428646,P100749,login,2025-05-18 14:33:14.571909
EVT428647,P102389,browse_studies,2025-05-18 14:59:49.919663
EVT428648,P100058,login,2025-05-18 15:04:56.336286
